#{"t_start": 1686631012.1106446, "env_id": null}
r,l,t
0.1,1,1782.782613
-0.9,1,1784.122249
0.1,1,1785.514214
-0.9,1,1786.879424
0.1,1,1788.218587
-0.9,1,1789.553062
0.1,1,1790.92343
0.1,1,1792.280359
-0.9,1,1793.596424
-0.9,1,1794.968273
-0.9,1,1796.293114
0.1,1,1797.682356
0.1,1,1799.049231
0.1,1,1800.44471
-0.9,1,1801.81165
0.1,1,1803.178387
0.1,1,1804.544187
0.1,1,1805.945305
0.1,1,1807.279066
0.1,1,1808.630246
0.1,1,1809.981351
0.1,1,1811.34314
0.1,1,1812.703665
0.1,1,1814.072741
-0.9,1,1815.437514
0.1,1,1816.771992
0.1,1,1818.11709
0.1,1,1819.4721
0.1,1,1820.83904
0.1,1,1822.150948
0.1,1,1823.458287
0.1,1,1824.831014
0.1,1,1826.163266
-0.9,1,1827.543816
0.1,1,1828.912884
0.1,1,1830.26615
0.1,1,1831.646585
-0.9,1,1832.948452
0.1,1,1834.273255
0.1,1,1835.633099
-0.9,1,1836.973111
-0.9,1,1838.346878
-0.9,1,1839.719119
-0.9,1,1841.061041
-0.9,1,1842.427816
0.1,1,1843.77437
0.1,1,1845.142695
0.1,1,1846.565115
0.1,1,1847.911989
0.1,1,1849.253818
0.1,1,1850.587499
0.1,1,1851.954056
-0.9,1,1853.279829
0.1,1,1854.669974
0.1,1,1856.010117
0.1,1,1857.366012
0.1,1,1858.723406
0.1,1,1860.139109
0.1,1,1861.504792
0.1,1,1862.84159
-0.9,1,1864.168191
0.1,1,1865.535772
0.1,1,1866.85399
0.1,1,1868.198447
0.1,1,1869.548482
-0.9,1,1870.877136
-0.9,1,1872.234827
0.1,1,1873.580743
0.1,1,1874.943769
-0.9,1,1876.319831
-0.9,1,1877.643377
0.1,1,1878.991218
0.1,1,1880.369922
0.1,1,1881.744583
0.1,1,1883.090467
0.1,1,1884.468089
0.1,1,1885.82271
0.1,1,1887.202272
0.1,1,1888.554897
0.1,1,1889.932354
-0.9,1,1891.302899
0.1,1,1892.60995
0.1,1,1893.934772
0.1,1,1895.366846
0.1,1,1896.695797
-0.9,1,1898.018042
0.1,1,1899.364106
-0.9,1,1900.694004
0.1,1,1902.066961
0.1,1,1903.441671
0.1,1,1904.820733
0.1,1,1906.187624
0.1,1,1907.56175
0.1,1,1908.920189
-0.9,1,1910.270882
-0.9,1,1911.581044
0.1,1,1912.91625
0.1,1,1914.262951
0.1,1,1915.625106
-0.9,1,1917.001395
0.1,1,1918.315725
0.1,1,1919.659097
0.1,1,1921.021862
0.1,1,1922.344501
0.1,1,1923.707039
0.1,1,1925.051213
0.1,1,1926.392863
0.1,1,1927.903692
0.1,1,1929.183695
0.1,1,1930.523967
-0.9,1,1931.887868
0.1,1,1933.238032
0.1,1,1934.559165
-0.9,1,1935.93645
0.1,1,1937.284009
0.1,1,1938.623194
0.1,1,1939.96902
0.1,1,1941.304081
0.1,1,1942.704686
